CourseId,Review,Label
advanced-writing,The perfect brainstorming exercise for academic essay writing !,5
advanced-writing,"It helps you build your essay-writing muscles gradually. Too much emphasis on plagiarism. Some flaws in the grading forms. The level of the participants is quite mixed, most feedback they give is useless (""good"").",2
advanced-writing,Great course and teachers,5
advanced-writing,I really love this cause. My writing skills is really impoving. I like my peers their reviews.it really train me on writing well.,5
advanced-writing,Will try it out soon. Looks very promising and informative.,5
advanced-writing,Cours de methode.,5
advanced-writing,"it is okay, not what I expected, but okay.",3
advanced-writing,I hope that this course could be free because I can't afford 69 dollars for th,5
advanced-writing,I enjoyed a lot taking this course. It also represented a challenge to me.,5
advanced-writing,It's really useful!,5
advanced-writing,I found it very useful,5
advanced-writing,Exellent course. You will learn the advanced skills for a better understanding of the English languaje.,5
advanced-writing,This course is awesome.,5
advanced-writing,"The course is fine as far as content. My complaint is that there is no one to contact regarding papers or questions. You are left to the other students for your grading and assignment completion, meaning that some of your assignments can hang there for weeks before ever getting reviewed.",3
advanced-writing,very useful course.,5
advanced-writing,An absolutely wonderful course! I learned a lot about advanced essay writing. I think it is a must-take course for those who are interested in writing academic and research essays!,5
advanced-writing,Not the course id think it would be.I learn less information than i d expect but these were still usefull information.,3
advanced-writing,Loved it!,5
advanced-writing,well explained informative course,4
advanced-writing,This course helped me improve my writing skills.,5
advanced-writing,Great course :),5
advanced-writing,This course has set me free from my fear of expressing my ideas and opinions in writing.,5
advanced-writing,Great course,5
advanced-writing,Excellent,4
advanced-writing,I have learned a lot in this course. Ordinary English courses don't cover the topics we have studied here.,5
advanced-writing,Great !!!!,5
advanced-writing,Nice courses.,5
advanced-writing,"This was a great class for review of what I learned years ago. I only wish I could have participated in the assignments w/o purchasing the class, as I have been able to in all of my other classes. But, I loved the class and would recommend it.",4
advanced-writing,"Fantastic! Good work that the teacher can compact the course section to less than 10-minute videos each week, and it is clear. Easy to grasp . . . help a lot for my initial study! MLA format and work cited page are great too . . . thanks!",4
advanced-writing,It was really useful. From now on I will start applying everything I've learn in my collage tasks.,4
advanced-writing,Excellant,5
advanced-writing,Great learning experience .,5
advanced-writing,Best I have ever seen!,5
advanced-writing,Thank you for everything!,5
advanced-writing,"Great Course, in particular to students whose tongue are not English.",5
advanced-writing,Very useful and professional!,5
advanced-writing,Very easy steps to learn. lot of assignments to practice. Good work.Thank you.,5
advanced-writing,It's wonderful and useful.,5
advanced-writing,"One of the best courses by Coursera, it significantly helps me increase my writing skill.",5
advanced-writing,Excellent Course!,5
advanced-writing,:D,4
advanced-writing,"great, thank you :)",5
advanced-writing,Perfect,5
advanced-writing,Awesome for beginners,5
advanced-writing,"It has good content, but there were missing classes to give more advices or clear any question students have, when grading peer review homeworks there were plenty of mistakes that would have been avoided if there were more video lectures or forums with teachers.",3
advanced-writing,"From this 1.5 month course, I learned far more than I did from the 4-year on-campus studying. Of course, the level of the universities in my country is not nearly as that of the US; nevertheless, in the single combat ""Adv.Writing course against a ""Bachelor's degree"", the latter sustains a crushing defeat!",5
advanced-writing,Advanced Writing is a course that challenges the best English learner. You apply what you've learned so far and things get more formal.,5
advanced-writing,This course has a lot of tools to learn the writing art.,5
advanced-writing,Excellent!,5
advanced-writing,through this course i was able to right effectively on some complex topics which was what i was hoping for. Thanks a lot to the instructor Tamy Chapman whose video lectures were excellent in content and quality.,5
advanced-writing,"I wasn't sure what to expect with the Advanced Writing course. Again, peer review was unnecessarily harsh because people don't understand the flexibility and nuance of writing, but it's definitely informative and has made me a more mature academic writer. This specialization is well worth it, for the videos alone. The instructor is clear and the videos are very concise.",3
advanced-writing,It would be extremely useful to me as it is teaching me techniques to write advanced-level essays.,4
advanced-writing,"It is detailed, rigorous, and exciting! The teacher's presentations in video materials are interesting as well!",5
advanced-writing,great course thnx,4
advanced-writing,Wonderful course!,5
advanced-writing,I have learnt so much for doing this course. I have recommended the course to friends and families.,4
advanced-writing,so good. must be engaged,5
advanced-writing,It is so beneficial for international students who have been prepared on TOEFL iBT or IELTS.,5
advanced-writing,"taking Essay writing first, cannot unenroll from this course at this",5
advanced-writing,"Firstly, I would love to introduce myself to you. I'm Suliman from Libya. I'm Teaching Assistant at the University of Benghazi. Secondly, I would love to thank you so much for your hard working and for this wonderful course. Thank you once more.",5
advanced-writing,The course is highly effective!,5
advanced-writing,"I learn a lot from this class so far, but I'm having difficult for the Quiz, i know i should take some notes, hahaha",5
advanced-writing,Another well structured course that provided challenges to help impove essay writing techniques. Thanks you.,5
advanced-writing,"It is not very ""advanced""",2
advanced-writing,"At this point, I think that the course is good, however there should be more reviews. Three reviews of people who is also learning is not enough, in my opinion. I have received some comments like 'some sentences are not good'. Which tells me absolutely nothing. I think people should be encouraged to exemplify what they mean ,to take the sentences that they believe that are wrong, and extend why.For the rest, the course is very good.",4
advanced-writing,helped in my phd writing thesis,5
advanced-writing,"I am in love for this course, a lot of good information, practice activities, etc...It is helping me a lot!",5
advanced-writing,nice things to do and good examples.,4
advanced-writing,Fantastic and fun!,5
advanced-writing,This advanced writing course illustrates how to writing a longer college essay and guides students all over the world to start their very first writing piece.,5
business-writing,Excellent,5
business-writing,"Well done. A couple minor issues with a video upload error, but overall a very well done and informative course.",4
business-writing,Easy to understand and with tons of tips to help you out in your day to day job.Thank you very much!,5
business-writing,It wasn't Exactly what I'd expected but was still a good course.,3
business-writing,High-Impact Business WritingCongratulations on the platformCongratulations on the administrative order of the courseCongratulations on the Success of the Course,5
business-writing,Preciso y Ãºtil.,5
business-writing,"A very simplistic overview of necessary skills and helpful writing tips. The videos are a bit slow and the instructor stumbles over her words a lot, but the material is great.",4
business-writing,This course was very good. It offered practical tips on business writing which proved to be very helpful in career progress. The course curriculum was well structured and the instructors were also very knowledgeable. I enjoyed a lot pursuing this online course.,5
business-writing,"Good course about business writing, there is always something where you can improve yourself.",4
business-writing,Good,5
business-writing,This course is very useful!,5
business-writing,Nice course. Gets you started.,5
business-writing,I can fully understand how different is the grammar and vocabulary sentences.,5
business-writing,I love this course,5
business-writing,I really love this programme. Well structured and in a very logical sequence. All the tips are f,5
business-writing,"Excelente, me gusto, deberÃ­an de especializarlo mÃ¡s al Ã¡mbito de negocios en LatinoamÃ©rica,",5
business-writing,the course is very nice and have information can help is success in our life.,5
business-writing,There are many tips that can be used right away in the professional environment.,5
business-writing,This course helps me tremendously in my work career.,5
business-writing,Extremely good course and as the topic say it did have a very high impact.,5
business-writing,Nice one,4
business-writing,Me hubiese gustado poder practicar y tener retroalimentaciÃ³n,4
business-writing,THANK YOU!,5
business-writing,Great course with good objectives of business writings.,5
business-writing,"Excelente curso, muy bien enfocado a mejorar las cualidades y estilos de escritura de quienes planeamos o estamos actualmente enfocados a la actividad empresarial",5
business-writing,"This is very good and I would recommend it, but it is quite short compared to other Coursera courses that I have paid for. I think they should add more content for the price they are charging.",4
business-writing,It was very good!,4
business-writing,Enjoyable and helpful!,5
business-writing,"Excelente curso, Ã³timas dicas.",5
business-writing,"A simplified course that targets areas of business writing which most of us tend to oversee. In this era of digitalisation and information overload, this back to basics method was really refreshing.",5
business-writing,The course was taught very well.,5
business-writing,The explanations and the topics covered are very much useful for the professionals to implement in the day to day work.Thanks for such a wonderful contents.,5
business-writing,great,5
business-writing,Really enjoyed this course,5
business-writing,its very essential for my writing.,5
business-writing,"Universally applicable, presented in an entertaining manner, and quite thorough. Even experienced writers will pick up on one or two aspects they usually overlook. Highly recommended!",4
business-writing,excellent,5
business-writing,the instructor keeps repeating the same information throughout all the lectures. It is not as impactful as I thought it would be. The last straw was her saying that-that was an article.,1
business-writing,it was very helpful and very beneficial thanks a lot for the way you're considering your effort to help the student like me,5
business-writing,Mostly common knowledge,2
business-writing,Useful information. Would recommend.,4
business-writing,Very boring,1
business-writing,Sue Robins is an excellent instructor in the art of business writing. She will help you navigate the nuances and best practices behind a good business document,4
business-writing,This course is easy to comprehend. The learning experience is so clear and concise it is impossible to fail this course.,5
business-writing,very low quality and not practical,1
business-writing,"I found the videos, slides and shared websites very useful. Another great Coursera course.",5
business-writing,"An mix of general tips on how to write well mixed with some corporate-specific information. Broad overview, but I didn't really learn anything.",2
business-writing,good,4
business-writing,really help me in Business Writing in English,5
business-writing,"Could have more in depth content, a bit shallow sometimes.",3
business-writing,å­¦ä¹ äº†å¦‚ä½•å†™é‚®ä»¶ï¼Œæ—¥ç¨‹ï¼Œå¸¸ç”¨æ ¼å¼çš„å•†åŠ¡åº”ç”¨å†™ä½œã€‚,5
business-writing,i,3
business-writing,"Complete, clear and practical.",4
business-writing,Learnt a lot ... Really interesting and informative,4
business-writing,tnx,5
business-writing,Helpful with reinforcing how to communicate in a business setting through writing.,4
business-writing,approach more skills for business,5
business-writing,"Very useful, thank you",4
business-writing,Well Organized and very helpful.,5
business-writing,"great course , learned a lot and understood all my mistakes.",5
business-writing,I don't know why I didn't get my certificate though I get the grade 92.,4
business-writing,I couldn't access all of the reading materials and could never finish this course.,1
business-writing,Very basic. Tricky quiz questions. There seems to be multiple right answers.,2
business-writing,useful and straight to the point,5
business-writing,"Great course, great professor.. I loved her explanations and style",5
business-writing,"Didn't really elevate my writing. Mostly due to the fact that there were no practical exercises included. Though some of the theoretical stuff that is covered is sort of common sense, most is still very relevant, so I don't regret taking the course.",3
business-writing,Felt that it could have more writing exercises.,3
business-writing,Excellent,5
business-writing,A good brush up and clear information. A bit basic for me personally. This should be stated more clearly.,4
business-writing,"Good. Overall it is basic, speaker could talk faster and in general the course could move a lot faster. Room for improvement.",3
business-writing,"Some irritating errors, but overall it was okay.",3
business-writing,Extremely basic. Please put that up front in the course description.,2
business-writing,Very Helpful,5
business-writing,"Very good and interesting course, I recommend!",5
business-writing,clear and concise,4
business-writing,Good and practical course with very applicable content.,5
business-writing,"Great course, a lot of rules backed with many examples.",5
business-writing,This course is really helpful and relevant for professionals across the domain.,5
business-writing,"I learned a lot with this course, but there are not so many exercises for students to train the content learned. The lectures are very good.",4
business-writing,Helpful,5
business-writing,"Clear, Brief and ComprehensiveThis course shows you the overall business writing patterns.Especially, the teacher provides a lot of extra useful materials online for self-study.Thanks!",5
business-writing,"Precise, structured, easy to understand and apply techniques. Very useful course!",5
business-writing,Too high level,3
business-writing,Excellent refresher on writing skills. Gives you the tools and resources needed for every day business communication in classic and modern platforms.,5
business-writing,Very good teacher. Is clear in her speech and in visual aids as well.,5
business-writing,Very useful for improving my business writing skill.,5
business-writing,It is a good brush up course but a lot of it was common sense.,2
business-writing,I found this course very valuable as much of my job centers around the principals outlined here. I see lots of this as common sense but find it very refreshing to have it in a formal format for others to learn from. I love the comment that we are surrounded by clutter in our writing and need to address it.,5
business-writing,Excellent and very useful course for all business professionals.,5
business-writing,The course is great. very informative and there are a lot of best practices i can practice in my day to day work.The only area i see improvement is the quiz for week 2. I found it very difficult to pass the the choices are ambiguous.,5
business-writing,It was very useful course to revise and put together all the BASICS (Hygiene) of business comunication.,4
business-writing,It's useful to anyone who wants to improve writing skills.,3
business-writing,Great summary of all important things in business writing. I learned a lot from it. Thanks.,5
business-writing,I am really enjoying this course and will certainly use all of the information I am receiving.,5
business-writing,This course is not designed well.,1
business-writing,"Very basic, I hoped for a more advanced level.",2
business-writing,I learn a lot from this course and thank you so much.,5
business-writing,"This course teaches the basic and fundamental concepts, idea, principles of various forms of business writing. Hope it provides more examples on each topic.",4
business-writing,Very informative,4
business-writing,"Learning wise , a good course. Certificates for individual courses of the series would have been good.",4
business-writing,Excellent course for those people that start in the art of writing!,4
business-writing,"Besides the course free fee, the content is meaningful and worth studying. Thanks.",4
business-writing,There,5
business-writing,Great and helpful information for professionals starting off in business writing.,4
business-writing,Very helpful.,5
business-writing,"Excellent content, as it is concise and clear.",5
business-writing,"Testing choice isn't great. Writing a letter, outline, etc. and submitting it for peer review would have been more productive. Furthermore, some questions in Week 2 test are confusing, the original meaning the test designer is trying to convey is, which dictates what the right answer is, isn't clear, giving too much room to interpretation not allowing the answer to be empirically right.",3
business-writing,Poor content. Clearly filler material for the specialization. :),1
business-writing,"The course was very short and very basic. I do not think it is fair to call it ""High-Impact Business Writing"" when all you get is an introduction to business writing. It would be nice to have a more extensive course on this subject. I would retake it if it was improved. My rating reflects the lack of high-quality content with more examples.",3
business-writing,Useful tips for writing.,4
business-writing,"Great course with lots of valuable tips, not only for business writing but also for learning how to deal with arguments & confrontation in the workplace. Highly recommended.",5
business-writing,This course is very instructive,5
business-writing,"The course approches all the subjects related to business, providing wide and deep information to reinforce knowledge.",5
business-writing,"Thank you very much! It was very useful. The material of the course were right, prompt and good collected.",5
business-writing,"Very clear, crisp and useful for everyday communication.",5
business-writing,"Easy to follow, well-structured course. Enjoyed the sessions.",5
business-writing,The course was excellent! The only thing that I would change is to have more instruction in writing for social media.,4
business-writing,I needed to work on my writing and this easy to follow on class was great to just do that.,4
business-writing,It was truly helpful and full of examples for everyday use.,4
business-writing,Very useful information.,4
business-writing,Great reminders and a few things to think about.,4
business-writing,"Informative and easy to understand, even though the course could have benefit more if we actually get a few peer-review exercises regarding the type of writing we learned from the course. Overall, good for beginner.",4
business-writing,This is an amazing opportunity unfortunately I have to catch up. I plan on doing this on the 3 day weekend. I have put time aside specifically for my classes. I have already put it to practice just haven't had a chance to do the quiz on lesson 1 or work on lesson 2. Again this is really a great way to help people out. Hopefully I will be in a position to get some certificates out of it as well. Thank you for this wonderful experience. :),5
business-writing,It helps me a lot.it is a good choice for you to learn it.and i love the teacher.,5
business-writing,Insightful,4
business-writing,"Great course, but needed more exercises for student practice.",4
business-writing,I found the video lectures very choppy and difficult to watch.,2
business-writing,Great Course!,4
business-writing,it's to general. I would like to have done some exercises. Great framework without a punchline.,2
business-writing,"I would have rated the course higher if there were a way to practice writing the documents discussed in the lectures. Great introduction to business writing, though. Very accessible to non-business persons.",4
business-writing,"Very helpful course, I highly recommend it.",5
business-writing,Some questions in the quiz for module 2 are unclear and seem unrelated to the course work.,1
business-writing,Very informative. Loved the professor's tone and delivery of the lectures,5
business-writing,Teacher Sue Robins competently and interesting has submitted all material. I am grateful for training on this course!,5
business-writing,Very good,5
business-writing,The course was very generic and didn't teach that much. Sorry.,2
business-writing,Love it!!,5
business-writing,"The modules had a lot of aspects and covered each one in detail. However, it would have been helpful to have some hands-on exercises like writing an executive summary, evaluating a resume, writing an elevator pitch etc so that people learn from each other. Otherwise, its a great course with emphasis on different aspects of business writing. Thanks",3
business-writing,Great helped me a lot with business writing that I can accomplish with my Dance Company. Easy to follow great steps.,5
business-writing,"Awesome, Brilliant and Value added.",5
business-writing,A really good foundation for writing. A good refresh of the fundamentals.,5
business-writing,Quite interesting and informative course,4
business-writing,useful an I like her teaching style,5
business-writing,Great course if you want to improve your skills to write,4
business-writing,"Some lessons were a bit obvious, but lots of good content overall.",4
business-writing,"Resources Professor provides are very helpful and well-explained. Each presentation slide is clear and easy to understand. Overall, I am very satisfied with the course. I wish Professor included more exercises for us to write and have a peer review.",4
business-writing,The course was awsome.,5
business-writing,Very helpful tips for preparing a professional business document. Hoping the course could have more focused exercises to make sure learners actually master the skills.,3
business-writing,The course gave me few skills that I never used earlier and would start using now on.It was useful for me.,4
business-writing,"Not too interesting, but certain things were useful.",2
business-writing,Great course with a lot of useful information,4
business-writing,Good but basic level for Business Writing.,4
business-writing,A wonderful course to hone your English. Thank you very much!,5
business-writing,very good,5
business-writing,Thank you!,5
business-writing,The information was very helpful. I would have benefited from quiz explanations I kept getting the same two questions wrong on quiz 2.,4
business-writing,It was a very informative and useful course for officials involving business writing. I feel considerable improvement in my writing after passing of this course.,5
business-writing,Fantastic course. Real examples and very relevant for the current working population.Great job.,5
english-for-business-writing,In my view this course is well structured and it focuses on business topics. I highly recomend do it. I'm an spanish native speaker and in my opinion with B1/B2 level you can follow it without any problem,4
english-for-business-writing,the course content was good to improve business writing,5
english-for-business-writing,Very well explained and easy to follow.Learnt a lot from this course,4
english-for-business-writing,Thank you,4
english-for-business-writing,I am very happy that courses like this are now online.I thank Coursera team to facilitate the course.,5
english-for-business-writing,very good course,5
english-for-business-writing,"It was the worse experience I have so far on Coursera Platform; the course itself was sloppy and with nearly zero content. The instructors spent too much time telling you what you will learn and talking too slowly as if wanting to fill in the gaps than actually having some worthy material prepared for all the ""pupils"" out there, who gave their time, effort, and commitment. Pity really.",1
english-for-business-writing,"Good course. Excelent material but the girl of the videos speaks too low, always need to put the volume at the maximum and somethimes also in that way I hardly can listen to her.",5
english-for-business-writing,i think i need more time to finish this curse,3
english-for-business-writing,very useful especially for non-native speakers.,5
english-for-business-writing,This course made a big difference in my writing skill.,5
english-for-business-writing,I find the videos are overly formal and traditional in their rhetorical style. But the course' main contents and Practices are still relevant.,3
english-for-business-writing,"I cannot say much about the content, as I`m not a native speaker and can`t really decide about the quality of the language used.I really appreciate that we have the possibility to join online-classes but this courses made me have mixed feelings.1) I missed a proper Introduction - even tho Week 1 had a brief Introduction, I felt from the beginning like I was thrown in thr middle of a class starting somehwere2) The animated clips are quite nice, but the power point presentations were really old-fashioned. I think it might look more professional if there`d be a modern design as well.3) The teachers are quite difficult to rate. But I actually felt like in point one, even tho I was listening and understand what they were talking about, I didn`t felt related to any certain situation or example. Again, I felt like joining a class in the middle of the course.4) Writing some words big, some words small. In Titles/Headlines I understand that, but why do they write words like ""Negative or Highly Sensitive"" big within a text or in another text ""negative or highly sensitive"" ? There are no things like nouns in english most of the times, so why? That doesn`t look really professional to me.5) Lessons mentioned that didn`t seem to happen, like in week 2 or week 3 they referred to a previous lesson which never happend?6) Paying for the Quiz. I understand I joined the free audit and I`m really thankful to have access to all the material. But reviewing a quiz without paying would be useful even for people who don`t pay. As I`d love to know which things I did correct or which words I could use instead.",3
english-for-business-writing,Great course! Extremely useful material and interesting tasks. Highly recommended to those who learn English!,5
english-for-business-writing,the outline of this program seems good,4
getting-started-with-essay-writing,Good for new learner.,4
getting-started-with-essay-writing,I wish we could have feedback from coursera organizer as well for further improvement.,4
getting-started-with-essay-writing,Excellent course to improve your writing skills. I loved it!,5
getting-started-with-essay-writing,simple and clear to understand.,5
getting-started-with-essay-writing,Recommended for anyone who want to learn more about the language skills especially in writingwell it's comprehensive course.,5
getting-started-with-essay-writing,Very good course !!,5
getting-started-with-essay-writing,Super online course. I really enjoyed the content and mastered some skills.,5
getting-started-with-essay-writing,It is great course for beginners who wish to learn how to write the essay. This course will build your foundation and their idea of peer review and topic practice will help you to make this foundation solid. I have greatly effected with this course and now i am able to write a 5 paragraph essay in a well manner.Thanks,4
getting-started-with-essay-writing,è¿˜è¡Œå§ã€‚å½“ç„¶åªèƒ½å¸¦å…¥é—¨ï¼Œå­¦ä¸€ç‚¹ç†è®ºã€‚è¦æƒ³å­¦ä¼šè®ºæ–‡å†™ä½œè¿œéžè¿™é—¨è¯¾èƒ½åšåˆ°çš„ã€‚,3
getting-started-with-essay-writing,"If you are looking to just take a class here or there, yes you can, but if you want the 5th course open to you you must complete the 4 courses before. Had I known this I would have started that way, instead I took 3 and tried to take 5, it does not work that way. If you are looking at cost, be sure to review the those options. While I didn't think I needed the other courses, I found it helpful to refresh my memory and it also helped understand the direction of the course material and assignments in detail. Even though it may look simple, always take notes during the lecture videos because by the time you get to the quizzes you might find your self stumped and the notes are great reminders on the outline principles of the subject. No, taking notes will not give you the answer, its not designed that way.",4
getting-started-with-essay-writing,Excellent course,5
getting-started-with-essay-writing,å…¥é—¨ã€‚,4
getting-started-with-essay-writing,"The video lectures were good, the tests were almost a give away and the essays were an opportunity to practice what I learned from the lectures. My only BIGGEST disappointment is that the essays were evaluated by students like me. I received evaluations that doesn't tell me much or evaluations that doesn't make sense. If I only knew that this course was not an instructor supervised course, I would have been willing to pay extra money just to get a professional to assess my essay and provide me with feedback. At this point, I am disappointed that I decided to just watch the videos but skip the peer-reviewed essays and make the most of what I paid for.",2
getting-started-with-essay-writing,Great course!,5
getting-started-with-essay-writing,very helpful for academic writingï¼,4
getting-started-with-essay-writing,"Course material was good. But, I was hoping the essay corrections and feedback will be given by experienced teachers/instructors, was disappointed at this as it was given by the fellow students!",4
getting-started-with-essay-writing,It was amazing course.,5
getting-started-with-essay-writing,This is very comprehensive course for learning about styles of different essays in just four weeks. Videos are short and yet cover all aspects.,5
getting-started-with-essay-writing,"I learned many things from this course,it empowers my writing skill.",5
getting-started-with-essay-writing,I loved the course,5
getting-started-with-essay-writing,this is course is just wow!!!! i have learnt a lot - will defiantly help me using it in my career.,5
getting-started-with-essay-writing,"I really enjoy the course, now I have the argumentative essay structure in my mind. Thank you so much.",5
getting-started-with-essay-writing,Great course!,5
getting-started-with-essay-writing,Excellent!,5
getting-started-with-essay-writing,"I like this course a lot, Professor Tamy Chapman is very good, she explains everything in a way that makes it feel easy to understand. But I would like that the teacher was the one to review our homework submissions.",4
getting-started-with-essay-writing,I loved it. I'm so happy I chose UCI to help me with this.,5
getting-started-with-essay-writing,I learn several topics about writing essay. It helped me to improve my writing skills. Thanks,5
getting-started-with-essay-writing,The ONLY reason I rated low is because I paid this course and am receiving NO feedback from other students on essays. Very frustrating when you have tried to do your best but get no peer reviews.,3
getting-started-with-essay-writing,Very informative!,5
getting-started-with-essay-writing,"A very good course for those who want to learn English composition or essay writing, or both. If you are looking for developing your writing skill, you must give it a try.",4
getting-started-with-essay-writing,"Great course, I learnt a lot of writing and improve my skills.",4
getting-started-with-essay-writing,"It is a good course, but if you want to hand on the assignments, you have to pay. So I am a little disappointed.",3
getting-started-with-essay-writing,good,5
getting-started-with-essay-writing,Very helpful course! The instructor took the learner through carefully designed material and I'm happy I took the course!,5
getting-started-with-essay-writing,An excellent course,5
getting-started-with-essay-writing,An exceptionally outstanding course!,5
getting-started-with-essay-writing,Good course definitely recommended,4
getting-started-with-essay-writing,Fairly well!,5
getting-started-with-essay-writing,"Very Good. But still, I think we need the feedback of the professor.",4
getting-started-with-essay-writing,A very good course for beginners. Found it informative and interesting.,5
getting-started-with-essay-writing,It's absolutely amazing! I highly recommend every non-native english speaker to take this course.,5
getting-started-with-essay-writing,"All I wanted was to understand what a basic thesis question was, and what was considered an acceptable, basic, entry-level academic essay. I think this course delivered well enough. I only audited it, and I have thought since that I should have paid the money so I could have gotten more feedback on the assignments.",4
getting-started-with-essay-writing,excellent,4
getting-started-with-essay-writing,Very effective course for me. It really helps me to understand the basics of grammar.,5
getting-started-with-essay-writing,Best teaching approach and superb explanation of all the course material. Each and every week is so well designed that I learned a lot of things in flow.Thank You.,5
getting-started-with-essay-writing,"In the modern world today, English becoming an essential language. If you can speak English, everybody can understand what you are talking about, but if you can transform what you are thinking into writing, you become a master. Writing essay is one of the major step bring you to this target.",5
getting-started-with-essay-writing,this class so good,5
getting-started-with-essay-writing,A great course!,5
getting-started-with-essay-writing,Excellent course to develop your writing skills,5
getting-started-with-essay-writing,"Very nice course, especially the reply from classmates. Here we met some classmates with the same problem as ourselves, and we can help and encourage each other. Helpful course",5
getting-started-with-essay-writing,Good resources in order to improve your own academic writing,5
getting-started-with-essay-writing,Very good for beginners in essay writing.Thank you.,4
getting-started-with-essay-writing,wonderful,5
getting-started-with-essay-writing,Very informative and effective lessons to learn about essay writing!,5
getting-started-with-essay-writing,"I liked the course very much. It extended my knowledge about essay writing a lot. Also, I got many useful feedback from peer-reviewed assignments. Thank you to the instructor and to the classmates.",5
getting-started-with-essay-writing,"The course wonderful and just suffer from some shortcomings. First, it assess by the peers, sometime people just say ""great"", ""wonderful"". It surely don't help students who come here to improve themselves. Next, sometimes it is take too much time for assessments. There is no forum or somewhere that you can discuss about the course. There in one to ask about your ambiguity.",4
getting-started-with-essay-writing,"Comprehensive, well-designed and easy to work with.",5
getting-started-with-essay-writing,The professor is very good at guiding students through essay writing. I am looking forward to taking more courses introduced by her.,5
getting-started-with-essay-writing,Great course. it helps me a lot .,5
getting-started-with-essay-writing,Thanks for the basics! =) I enjoyed the course,5
getting-started-with-essay-writing,Excellent!,5
getting-started-with-essay-writing,"I recommend this course, I learned the basics to writing essays.",5
getting-started-with-essay-writing,"Writing part was an immense difficulty for me, before Coursera Getting Started With Essay. The way my submitted assignment evaluated, gave me a credible feed back to improve my short coming and learn quickly.Thanks you very much.",5
getting-started-with-essay-writing,"Very general, and knowledge you could easily acquire from the web. The only difference is the presentation of the information is stretched over an hour worth of video. The most useful part of this course however is the walk-through examples provided.",1
getting-started-with-essay-writing,"thanks, it is good",5
getting-started-with-essay-writing,Awesome course,5
getting-started-with-essay-writing,Most advanced course for essay writing. None of the MOOc has prepared such qualitative course till date.,5
getting-started-with-essay-writing,No-nonsense course that teaches you the nuts and bolts of academic essay writing. I've looked at a bunch of writing courses both here at Coursera and other sites. This is one of the best I have found. No words are wasted. No lengthy boring lecture. Just the stuff you need to know. Don't miss it!,5
getting-started-with-essay-writing,Excellent organiz,5
getting-started-with-essay-writing,this course is very helpful for me improving my writing skill. thanks to those who are the tutors of this course. thank you.,5
getting-started-with-essay-writing,Very useful course for people who want to level up their writing skills and improve their essay stile,5
getting-started-with-essay-writing,"It's a great course,",5
getting-started-with-essay-writing,...it is a great opportnity to improve your understanding about your college writting style.,5
getting-started-with-essay-writing,Very Excellent Course for English Learners...,5
getting-started-with-essay-writing,"Excellent entry level course for students and professionals who are starting to develop and improve skills needed for academic/professional essay writing. Although the focus of the lessons is for college level writing, they will help to develop the basic skills needed to brainstorm, organise, draft and write down good quality essays for the on-stage work. Highly recommended for anyone who is eager to improve his/her writing skills.",5
getting-started-with-essay-writing,Good course. Too bad we can t access to everything for free.,4
